PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Age_is_missing,RoomService_is_missing,FoodCourt_is_missing,ShoppingMall_is_missing,Spa_is_missing,VRDeck_is_missing,HomePlanet_is_missing,CryoSleep_is_missing,Cabin_is_missing,Destination_is_missing,VIP_is_missing,Name_is_missing
0011_01,1,1,3425,3,28.0,1,8.0,974.0,12.0,2.0,7.0,2700,True,False,False,False,False,False,False,False,False,False,False,False,False
0012_01,1,1,0,3,31.0,1,32.0,0.0,876.0,0.0,0.0,4536,False,False,False,False,False,False,False,False,False,True,False,False,False
0014_01,3,1,3565,1,27.0,1,1286.0,122.0,0.0,0.0,0.0,3061,False,False,False,False,True,False,False,False,False,False,False,False,False
0015_01,1,1,3697,1,24.0,1,0.0,1.0,0.0,0.0,637.0,1549,False,False,False,False,False,False,False,False,False,False,False,False,False
0016_01,3,2,3845,3,45.0,1,0.0,0.0,0.0,0.0,0.0,466,True,False,False,False,False,False,False,False,False,False,False,False,False
0017_01,1,1,4559,3,0.0,1,0.0,0.0,0.0,0.0,0.0,5173,True,False,False,False,False,False,False,False,False,False,False,False,False
0017_02,1,1,3989,1,14.0,1,412.0,0.0,1.0,0.0,679.0,6245,False,False,False,False,False,False,False,False,False,False,False,False,False
0020_01,1,2,1408,3,1.0,1,0.0,0.0,0.0,0.0,0.0,365,False,False,False,False,False,False,False,False,False,False,False,False,False
0020_02,1,2,1408,1,49.0,1,0.0,0.0,0.0,0.0,0.0,3372,False,False,False,False,False,False,False,False,False,False,False,False,False
0020_03,1,2,1408,1,29.0,1,0.0,0.0,0.0,0.0,0.0,5677,False,False,False,False,True,False,False,False,False,False,False,False,False
0020_04,1,1,1408,3,10.0,1,0.0,0.0,0.0,0.0,0.0,1344,True,False,False,False,False,False,False,False,False,False,False,False,False
0020_05,1,2,1408,2,1.0,1,0.0,0.0,0.0,0.0,0.0,5240,False,False,True,False,False,False,False,False,False,False,False,False,False
0020_06,1,1,1408,3,7.0,1,0.0,0.0,0.0,0.0,0.0,7607,False,False,False,False,False,False,False,False,False,False,False,False,False
0022_01,3,1,1035,3,21.0,1,980.0,2.0,69.0,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
0024_01,2,2,751,3,62.0,1,0.0,0.0,0.0,0.0,0.0,6209,True,False,False,False,True,False,False,False,False,False,False,False,False
0025_01,1,1,3990,3,15.0,1,0.0,225.0,0.0,998.0,0.0,4562,False,False,False,False,False,False,False,False,False,False,False,False,False
0026_01,2,1,599,1,34.0,1,22.0,6073.0,0.0,1438.0,328.0,665,False,False,False,False,False,False,False,False,False,False,False,False,False
0028_01,3,1,4269,3,43.0,1,1125.0,0.0,136.0,48.0,0.0,1628,False,False,False,False,False,False,False,False,False,False,False,False,False
0030_01,1,1,5661,3,32.0,1,0.0,850.0,81.0,437.0,453.0,3356,False,False,False,False,False,False,False,False,False,False,False,False,False
0031_01,3,1,4407,3,47.0,1,214.0,0.0,1411.0,0.0,1229.0,1901,True,False,False,False,False,False,False,False,False,False,False,False,False
0031_02,3,1,4407,3,2.0,1,0.0,0.0,0.0,0.0,0.0,1781,True,False,False,False,False,False,False,False,False,False,False,False,False
0031_03,3,1,4407,3,20.0,1,0.0,0.0,1750.0,990.0,0.0,2368,True,False,True,False,False,False,False,False,False,False,False,False,False
0034_01,2,2,1037,1,28.0,1,0.0,0.0,0.0,0.0,0.0,8452,True,False,False,False,False,False,False,False,False,False,False,False,False
0035_01,3,1,1036,1,23.0,1,784.0,964.0,0.0,951.0,0.0,5148,False,False,False,False,False,False,False,False,False,False,False,False,False
0036_01,1,1,4270,1,15.0,0,0.0,492.0,48.0,20.0,401.0,5337,False,False,False,False,False,False,False,False,False,False,False,True,False
0038_01,1,1,2189,1,20.0,1,554.0,195.0,0.0,2606.0,0.0,5047,False,False,False,False,False,False,False,False,False,False,False,False,False
0039_01,1,2,4561,1,30.0,1,0.0,0.0,0.0,0.0,0.0,4457,False,False,False,False,True,False,False,False,False,False,False,False,False
0041_01,1,2,5363,3,17.0,1,0.0,0.0,0.0,0.0,0.0,5312,True,False,False,False,False,False,False,False,False,False,False,False,False
0043_01,2,1,462,3,45.0,1,0.0,164.0,45.0,2511.0,855.0,587,False,False,False,False,False,False,False,False,False,False,False,False,False
0044_01,1,2,5514,3,55.0,1,0.0,0.0,0.0,0.0,0.0,4397,False,False,False,False,False,False,False,False,False,False,False,False,False
0044_02,1,2,5514,1,4.0,1,0.0,0.0,0.0,0.0,0.0,4631,True,False,False,False,False,False,False,False,False,False,False,False,False
0044_03,1,2,5514,2,21.0,1,0.0,0.0,0.0,0.0,0.0,1568,True,False,False,False,False,False,False,False,False,False,False,False,False
0045_01,3,1,2188,3,21.0,1,970.0,0.0,180.0,0.0,64.0,8444,False,False,False,False,False,False,False,False,False,False,False,False,False
0045_02,3,2,2188,0,19.0,1,0.0,0.0,0.0,0.0,0.0,5390,True,False,False,False,False,False,False,False,False,False,True,False,False
0050_01,1,1,1409,1,35.0,1,790.0,0.0,0.0,0.0,0.0,7174,False,False,False,False,False,True,False,False,False,False,False,False,False
0051_01,1,1,1558,3,56.0,1,0.0,112.0,0.0,1379.0,127.0,8062,False,False,False,False,False,False,False,False,False,False,False,False,False
0052_01,1,1,5956,3,27.0,1,4.0,0.0,2.0,4683.0,0.0,2590,False,True,False,False,False,False,False,False,False,False,False,False,False
0053_01,1,1,2331,3,25.0,1,0.0,0.0,1938.0,0.0,1.0,2734,True,False,False,False,False,False,False,False,False,False,False,False,False
0056_01,2,1,3,3,2.0,1,0.0,0.0,0.0,0.0,0.0,6055,True,False,False,False,False,False,False,False,False,False,False,False,False
0056_02,2,2,3,3,38.0,1,0.0,0.0,0.0,0.0,0.0,4042,True,False,False,False,False,False,False,False,False,False,False,False,False
0056_03,2,1,3,3,27.0,1,279.0,605.0,3374.0,286.0,3.0,8457,True,False,False,False,False,False,False,False,False,False,False,False,False
0058_01,1,2,6109,2,36.0,1,0.0,0.0,0.0,0.0,0.0,8135,False,False,False,False,False,False,False,False,False,False,False,False,False
0061_01,1,1,2483,3,22.0,1,45.0,1096.0,148.0,1377.0,1.0,7041,False,False,False,False,False,False,False,False,False,False,False,False,False
0062_01,1,1,2629,3,62.0,1,0.0,592.0,0.0,17.0,25.0,7299,False,False,False,False,False,False,False,False,False,False,False,False,False
0064_01,3,2,2764,3,15.0,1,0.0,0.0,0.0,0.0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,True
0064_02,0,2,1698,3,33.0,1,0.0,0.0,0.0,0.0,0.0,1871,True,False,False,False,True,False,False,True,False,False,False,False,False
0066_01,1,1,5955,3,62.0,1,1.0,153.0,197.0,0.0,460.0,2273,False,False,False,False,False,False,False,False,False,False,False,False,False
0067_01,1,2,4563,2,0.0,1,0.0,0.0,0.0,0.0,0.0,5982,True,False,False,False,False,False,False,False,False,False,False,False,False
0067_02,1,1,4563,3,18.0,1,1.0,258.0,446.0,0.0,0.0,1603,True,False,False,False,False,False,False,False,False,False,False,False,False
0067_03,1,1,2906,1,21.0,1,1946.0,37.0,0.0,0.0,24.0,7992,False,False,False,False,False,False,False,False,False,False,False,False,False
0068_01,3,1,1846,3,27.0,1,793.0,0.0,2.0,253.0,0.0,1794,False,True,False,False,False,False,False,False,False,False,False,False,False
0069_01,1,1,3045,3,42.0,1,887.0,0.0,9.0,6.0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,True
0070_01,1,1,2628,3,19.0,1,190.0,0.0,5.0,1.0,726.0,5508,False,False,False,False,False,False,False,False,False,False,False,False,False
0071_01,1,1,2763,3,17.0,1,16.0,2165.0,0.0,0.0,52.0,5917,False,False,False,False,False,False,False,False,False,False,False,False,False
0072_01,1,1,3191,3,14.0,1,0.0,1.0,0.0,0.0,1063.0,7648,False,False,False,False,False,False,False,False,False,False,False,False,False
0073_01,3,1,1304,2,37.0,1,46.0,83.0,738.0,0.0,12.0,3464,False,False,False,False,False,False,False,False,False,False,False,False,False
0074_01,2,1,904,3,42.0,1,1.0,8397.0,0.0,0.0,506.0,203,True,False,False,False,False,False,False,False,False,False,False,False,False
0076_01,3,1,3332,3,27.0,1,147.0,0.0,1018.0,0.0,0.0,1896,True,False,False,False,False,False,False,False,False,False,False,False,False
0077_01,3,1,2905,3,28.0,1,14.0,0.0,1295.0,0.0,0.0,6325,True,False,False,False,False,False,False,False,False,False,False,False,False
0078_01,2,1,951,3,38.0,1,0.0,5840.0,0.0,321.0,9654.0,7201,False,False,False,False,False,False,False,False,False,False,False,False,False
0081_01,1,2,4993,3,13.0,1,0.0,0.0,0.0,0.0,0.0,2201,False,False,False,False,False,False,False,False,False,False,False,False,False
0082_01,3,1,3044,3,42.0,1,7406.0,0.0,0.0,0.0,0.0,7830,False,False,False,False,False,False,False,False,False,False,False,False,False
0082_02,3,2,3044,3,2.0,1,0.0,0.0,0.0,0.0,0.0,2501,True,False,False,False,False,False,False,False,False,False,False,False,False
0082_03,3,1,3044,3,8.0,1,0.0,0.0,0.0,0.0,0.0,0,True,False,False,False,False,False,False,False,False,False,False,False,True
0084_01,1,1,5140,3,24.0,1,688.0,0.0,0.0,0.0,17.0,1936,True,False,False,False,False,False,False,False,False,False,False,False,False
0085_01,2,2,963,3,40.0,1,0.0,0.0,0.0,0.0,0.0,3157,True,False,False,False,False,False,False,False,False,False,False,False,False
0086_01,1,1,3190,3,43.0,1,211.0,0.0,0.0,638.0,513.0,4400,False,False,False,False,False,False,False,False,False,False,False,False,False
0088_01,3,2,1989,2,45.0,1,0.0,0.0,0.0,0.0,0.0,7321,True,False,False,False,False,False,False,False,False,False,False,False,False
0090_01,1,2,5282,3,35.0,1,0.0,0.0,0.0,0.0,0.0,3843,True,False,False,False,False,False,False,False,False,False,False,False,False
0091_01,1,2,5304,3,26.0,1,0.0,0.0,0.0,0.0,0.0,2162,True,False,True,False,False,False,False,False,False,False,False,False,False
0091_02,1,1,3427,3,27.0,1,1.0,697.0,31.0,188.0,0.0,7749,False,False,False,False,False,False,False,False,False,False,False,False,False
0092_01,1,1,6403,3,19.0,1,0.0,0.0,670.0,1.0,34.0,3488,False,False,False,False,False,False,False,False,False,False,False,False,False
0092_02,1,2,6403,3,0.0,1,0.0,0.0,0.0,0.0,0.0,7233,True,False,False,False,True,False,False,False,False,False,False,False,False
0092_03,1,2,6403,3,3.0,1,0.0,0.0,0.0,0.0,0.0,7744,True,False,False,False,False,False,False,False,False,False,False,False,False
0097_01,2,1,25,3,54.0,1,0.0,1208.0,0.0,3.0,637.0,165,False,False,False,False,False,False,False,False,False,False,False,False,False
0098_01,1,1,4711,3,26.0,1,0.0,856.0,5.0,32.0,0.0,2395,False,False,False,False,False,False,False,False,False,False,False,False,False
0098_02,1,1,4711,3,26.0,1,0.0,2811.0,957.0,0.0,87.0,4851,True,False,False,False,False,False,False,False,False,False,False,False,False
0099_01,1,1,3408,2,23.0,1,311.0,427.0,526.0,37.0,0.0,296,False,False,False,False,False,False,False,False,False,False,False,False,False
0099_02,1,0,4849,3,2.0,1,0.0,0.0,0.0,0.0,0.0,7696,True,False,False,False,False,False,False,False,True,False,False,False,False
0101_01,3,2,0,3,31.0,1,0.0,0.0,0.0,0.0,0.0,1262,True,False,False,False,False,False,False,False,False,True,False,False,False
0102_01,1,1,3472,3,18.0,1,0.0,0.0,0.0,830.0,91.0,6654,False,False,False,False,False,False,False,False,False,False,False,False,False
0103_01,1,1,3486,3,24.0,1,0.0,0.0,0.0,0.0,17.0,726,True,False,False,True,False,False,False,False,False,False,False,False,False
0103_02,1,2,5332,1,9.0,1,0.0,0.0,0.0,0.0,0.0,6990,True,False,False,False,False,False,False,False,False,False,False,False,False
0103_03,1,2,5332,3,6.0,1,0.0,0.0,0.0,0.0,0.0,2976,False,False,False,False,False,False,False,False,False,False,False,False,False
0105_01,1,0,3443,3,27.0,1,0.0,0.0,570.0,2.0,131.0,1546,False,False,False,False,False,False,False,False,True,False,False,False,False
0107_01,3,1,1183,3,21.0,1,1743.0,5.0,17.0,0.0,0.0,1902,False,False,False,False,False,False,False,False,False,False,False,False,False
0108_01,1,2,5349,3,23.0,1,0.0,0.0,0.0,0.0,0.0,5872,False,False,False,False,False,False,False,False,False,False,False,False,False
0108_02,1,1,5349,3,31.0,1,562.0,0.0,326.0,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
0108_03,1,1,5349,3,0.0,0,0.0,0.0,0.0,0.0,0.0,6069,True,False,False,False,False,False,False,False,False,False,False,True,False
0110_01,2,1,0,3,32.0,1,0.0,410.0,6.0,3929.0,764.0,3527,False,False,False,False,False,False,False,False,False,True,False,False,False
0110_02,2,0,529,3,40.0,1,0.0,331.0,0.0,0.0,1687.0,186,False,False,False,False,False,False,False,False,True,False,False,False,False
0110_03,2,1,529,3,42.0,1,2209.0,11418.0,0.0,1868.0,445.0,120,True,False,False,False,False,False,False,False,False,False,False,False,False
0110_04,2,2,529,3,28.0,1,0.0,0.0,0.0,0.0,0.0,4125,True,False,False,False,False,False,False,False,False,False,False,False,False
0111_01,2,2,2122,3,29.0,1,0.0,0.0,0.0,0.0,0.0,192,True,False,False,False,False,False,False,False,False,False,False,False,False
0112_01,2,1,152,1,48.0,2,0.0,2537.0,87.0,17.0,13.0,5744,True,False,False,False,False,False,False,False,False,False,False,False,False
0113_01,1,1,3471,3,64.0,1,0.0,0.0,804.0,0.0,0.0,4016,True,False,False,False,False,False,False,False,False,False,False,False,False
0114_01,1,1,5365,3,27.0,1,82.0,157.0,429.0,238.0,1.0,5407,False,False,False,False,False,False,False,False,False,False,False,False,False
0115_01,3,0,3485,3,26.0,1,0.0,0.0,0.0,0.0,0.0,6676,True,False,False,False,False,False,True,False,True,False,False,False,False
0116_01,2,1,1315,3,33.0,1,1.0,2223.0,0.0,12.0,404.0,281,True,False,False,False,False,False,False,False,False,False,False,False,False
0119_01,0,1,1,3,39.0,1,0.0,2344.0,0.0,65.0,6898.0,961,False,False,False,False,False,False,False,True,False,False,False,False,False
0119_02,2,2,1,3,13.0,1,0.0,0.0,0.0,0.0,0.0,4722,True,False,False,False,False,False,False,False,False,False,False,False,False
0120_01,3,2,3501,3,24.0,1,0.0,0.0,0.0,0.0,0.0,1011,True,False,False,False,False,False,True,False,False,False,False,False,False
0122_01,1,1,5378,3,29.0,1,0.0,0.0,0.0,699.0,74.0,7068,False,False,False,False,False,False,False,False,False,False,False,False,False
0123_01,1,1,3524,3,18.0,1,55.0,597.0,49.0,0.0,1.0,4053,False,False,False,False,False,False,False,False,False,False,False,False,False
0126_01,3,2,3525,3,67.0,1,0.0,0.0,0.0,0.0,0.0,5580,True,False,False,False,False,False,False,False,False,False,False,False,False
0127_01,3,1,2142,3,35.0,1,701.0,0.0,296.0,0.0,25.0,5582,False,False,False,False,False,False,False,False,False,False,False,False,False
0128_01,3,1,1305,3,61.0,2,2353.0,334.0,9.0,316.0,2.0,3562,False,False,False,False,False,False,False,False,False,False,False,False,False
0128_02,3,1,2159,3,45.0,1,2103.0,6.0,0.0,0.0,0.0,943,False,False,False,False,False,False,False,False,False,False,False,False,False
0129_01,1,2,5397,2,22.0,1,0.0,0.0,0.0,0.0,0.0,6421,True,False,False,False,True,False,False,False,False,False,False,False,False
0133_01,3,2,3552,3,19.0,1,0.0,0.0,0.0,0.0,0.0,3072,True,False,False,False,False,False,False,False,False,False,False,False,False
0133_02,3,1,1331,3,36.0,1,2738.0,0.0,0.0,0.0,0.0,2555,False,False,False,False,False,False,False,False,False,False,False,False,False
0134_01,1,1,5316,3,19.0,1,0.0,14.0,730.0,0.0,0.0,1446,True,False,False,False,False,False,False,False,False,False,False,False,False
0136_01,1,1,5411,2,47.0,1,97.0,418.0,126.0,25.0,55.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
0138_01,1,2,5331,3,13.0,1,0.0,0.0,0.0,0.0,0.0,2997,True,False,False,False,False,False,False,False,False,False,False,False,False
0138_02,1,1,1988,0,34.0,1,0.0,22.0,0.0,564.0,207.0,5691,False,False,False,False,False,False,False,False,False,False,True,False,False
0139_01,2,2,980,1,35.0,1,0.0,0.0,0.0,0.0,0.0,1657,True,False,False,False,False,False,False,False,False,False,False,False,False
0140_01,1,2,5348,3,24.0,1,0.0,0.0,0.0,0.0,0.0,2919,True,False,False,False,False,False,False,False,False,False,False,False,False
0140_02,1,1,3551,3,26.0,1,440.0,0.0,0.0,0.0,462.0,8019,False,False,False,False,False,False,False,False,False,False,False,False,False
0141_01,3,1,3567,3,31.0,1,0.0,0.0,97.0,0.0,0.0,6397,False,False,True,False,False,False,False,False,False,False,False,False,False
0144_01,1,1,3580,3,20.0,1,0.0,420.0,210.0,0.0,0.0,3572,True,False,False,False,False,False,False,False,False,False,False,False,False
0146_01,1,1,5433,3,56.0,1,0.0,0.0,0.0,0.0,0.0,8011,False,False,False,False,False,False,False,False,False,False,False,False,False
0147_01,1,2,5449,3,50.0,1,0.0,0.0,0.0,0.0,0.0,6865,True,False,False,False,False,False,False,False,False,False,False,False,False
0148_01,3,1,3579,3,42.0,1,1072.0,0.0,10.0,0.0,76.0,1946,False,False,False,False,False,False,False,False,False,False,False,False,False
0149_01,1,2,5468,1,27.0,1,0.0,0.0,0.0,0.0,0.0,1170,True,True,False,False,False,False,False,False,False,False,False,False,False
0151_01,1,2,5364,1,38.0,1,0.0,0.0,0.0,0.0,0.0,7034,False,False,False,False,False,False,False,False,False,False,False,False,False
0152_01,1,1,3595,0,41.0,1,0.0,0.0,0.0,0.0,607.0,538,False,False,False,False,False,False,False,False,False,False,True,False,False
0160_01,1,1,5396,3,22.0,1,4119.0,0.0,0.0,0.0,61.0,3471,False,False,False,False,False,False,False,False,False,False,False,False,False
0163_01,2,2,568,3,26.0,1,0.0,0.0,0.0,0.0,0.0,4543,True,False,False,False,False,False,False,False,False,False,False,False,False
0163_02,2,2,568,3,17.0,1,0.0,0.0,0.0,0.0,0.0,6934,True,False,False,False,False,False,False,False,False,False,False,False,False
0164_01,1,1,5486,3,57.0,1,50.0,1688.0,0.0,0.0,135.0,2981,True,False,False,False,False,True,False,False,False,False,False,False,False
0164_02,1,2,5486,2,17.0,1,0.0,0.0,0.0,0.0,0.0,3990,False,False,False,False,False,False,False,False,False,False,False,False,False
0165_01,3,2,3658,3,35.0,0,0.0,0.0,0.0,0.0,0.0,3521,True,False,False,False,False,False,False,False,False,False,False,True,False
0167_01,3,2,3633,3,13.0,1,0.0,0.0,0.0,0.0,0.0,5662,True,False,False,False,False,False,False,False,False,False,False,False,False
0167_02,3,1,3633,3,27.0,1,1365.0,0.0,48.0,22.0,137.0,6641,False,False,False,False,False,False,False,False,False,False,False,False,False
0169_01,1,2,5410,3,31.0,1,0.0,0.0,0.0,0.0,0.0,8123,False,False,False,False,False,False,False,False,False,False,False,False,False
0170_01,1,1,1411,3,24.0,1,0.0,0.0,0.0,221.0,567.0,5684,False,False,False,False,False,False,False,False,False,False,False,False,False
0171_01,1,2,5516,2,19.0,1,0.0,0.0,0.0,0.0,0.0,1911,True,False,False,False,False,False,False,False,False,False,False,False,False
0172_01,1,2,5420,3,32.0,1,0.0,0.0,0.0,0.0,0.0,3697,True,False,False,False,False,False,False,False,False,False,False,False,False
0173_01,1,0,1426,3,58.0,1,0.0,985.0,0.0,5.0,0.0,3886,True,False,False,False,False,False,False,False,True,False,False,False,False
0174_01,1,1,3674,1,21.0,1,287.0,0.0,16.0,115.0,175.0,2416,False,False,False,False,False,False,False,False,False,False,False,False,False
0177_01,2,1,309,3,38.0,1,0.0,10346.0,1.0,14970.0,2111.0,7805,False,False,False,False,False,False,False,False,False,False,False,False,False
0178_01,3,1,1346,3,38.0,1,3414.0,0.0,161.0,28.0,119.0,8176,False,False,False,False,False,False,False,False,False,False,False,False,False
0179_01,1,1,5448,3,19.0,1,1.0,219.0,673.0,2.0,11.0,2591,True,False,False,False,False,False,False,False,False,False,False,False,False
0179_02,1,1,5448,3,0.0,1,0.0,0.0,0.0,0.0,0.0,6516,False,False,False,False,False,False,False,False,False,False,False,False,False
0179_03,1,1,5448,3,3.0,1,0.0,0.0,0.0,0.0,0.0,6851,True,False,False,False,False,False,False,False,False,False,False,False,False
0181_01,1,1,5467,3,20.0,1,0.0,0.0,3.0,299.0,92.0,5838,False,False,False,False,False,False,False,False,False,False,False,False,False
0182_01,2,2,903,3,24.0,1,0.0,0.0,0.0,0.0,0.0,4774,True,False,False,False,False,False,False,False,False,False,False,False,False
0183_01,1,1,3647,3,37.0,1,17.0,146.0,426.0,0.0,232.0,7250,True,False,False,False,False,False,False,False,False,False,False,False,False
0186_01,1,1,5485,3,25.0,1,62.0,0.0,0.0,0.0,956.0,1438,False,False,False,False,False,False,False,False,False,False,False,False,False
0188_01,1,2,5531,3,56.0,1,0.0,0.0,0.0,0.0,0.0,1322,True,False,False,False,False,False,False,False,False,False,False,False,False
0189_01,1,1,2158,1,49.0,1,84.0,3.0,401.0,202.0,98.0,3817,False,False,False,False,False,False,False,False,False,False,False,False,False
0190_01,1,2,5546,1,11.0,1,0.0,0.0,0.0,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True
0192_01,1,2,5499,3,1.0,1,0.0,0.0,0.0,0.0,0.0,7463,True,False,False,False,False,False,False,False,False,False,False,False,False
0192_02,1,1,5499,3,8.0,1,0.0,0.0,0.0,0.0,0.0,6668,False,False,False,False,False,False,False,False,False,False,False,False,False
0192_03,1,1,5499,3,39.0,1,0.0,0.0,10.0,898.0,0.0,4973,False,False,False,False,False,False,False,False,False,False,False,False,False
0193_01,3,2,3708,3,2.0,1,0.0,0.0,0.0,0.0,0.0,7195,True,False,False,False,False,False,False,False,False,False,False,False,False
0193_02,3,1,3708,3,23.0,1,0.0,0.0,8.0,1072.0,0.0,3134,False,False,True,False,False,False,False,False,False,False,False,False,False
0193_03,3,1,3708,3,0.0,1,0.0,0.0,0.0,0.0,0.0,3420,True,False,False,False,False,False,False,False,False,False,False,False,False
0195_01,3,1,3729,3,39.0,1,406.0,0.0,867.0,0.0,0.0,935,True,False,False,False,False,False,False,False,False,False,False,False,False
0196_01,3,1,1330,2,25.0,1,1052.0,0.0,719.0,0.0,7.0,1477,False,False,False,False,False,False,False,False,False,False,False,False,False
0197_01,2,1,962,3,36.0,1,0.0,972.0,0.0,795.0,575.0,829,False,False,False,False,False,False,False,False,False,False,False,False,False
0198_01,1,0,5515,2,52.0,1,0.0,0.0,0.0,0.0,0.0,4289,True,False,False,False,False,False,False,False,True,False,False,False,False
0199_01,1,2,5559,3,18.0,1,0.0,0.0,0.0,0.0,0.0,6551,False,False,False,False,False,False,False,False,False,False,False,False,False
0200_01,1,2,5530,3,15.0,1,0.0,0.0,0.0,0.0,0.0,2649,True,False,False,False,False,False,False,False,False,False,False,False,False
0201_01,2,2,463,3,35.0,1,0.0,0.0,0.0,0.0,0.0,4550,True,False,False,False,False,False,False,False,False,False,False,False,False
0201_02,2,2,463,3,47.0,1,0.0,0.0,0.0,0.0,0.0,2525,True,False,False,False,False,False,False,False,False,False,False,False,False
0202_01,2,2,584,1,45.0,1,0.0,0.0,0.0,0.0,0.0,6323,True,False,False,False,False,False,False,False,False,False,False,False,False
0202_02,2,1,24,1,27.0,1,0.0,2433.0,0.0,878.0,443.0,7989,True,True,False,False,True,False,False,False,False,False,False,False,False
0203_01,2,2,1007,3,51.0,1,0.0,0.0,0.0,0.0,0.0,518,True,False,False,False,False,False,False,False,False,False,False,False,False
0205_01,1,1,5571,3,29.0,1,0.0,2.0,66.0,0.0,705.0,1534,False,False,False,False,False,False,False,False,False,False,False,False,False
0206_01,2,1,1023,1,27.0,1,2.0,1720.0,12.0,1125.0,122.0,6014,True,True,False,False,False,False,False,False,False,False,False,False,False
0207_01,1,2,5545,2,19.0,1,0.0,0.0,0.0,0.0,0.0,7705,False,False,False,False,False,False,False,False,False,False,False,False,False
0210_01,0,2,1345,1,24.0,1,0.0,0.0,0.0,0.0,0.0,753,True,False,False,False,True,False,False,True,False,False,False,False,False
0211_01,3,1,3763,3,29.0,1,902.0,1.0,137.0,0.0,0.0,6180,True,False,False,False,False,False,False,False,False,False,False,False,False
0211_02,3,2,3763,3,11.0,1,0.0,0.0,0.0,0.0,0.0,1944,True,False,False,False,False,False,False,False,False,False,False,False,False
0211_03,3,1,3763,3,17.0,1,848.0,0.0,307.0,182.0,0.0,6269,False,False,False,False,False,False,False,False,False,False,False,False,False
0212_01,1,1,2170,3,13.0,1,192.0,0.0,0.0,51.0,739.0,4032,False,False,False,False,False,False,False,False,False,False,False,False,False
0212_02,1,1,3776,3,35.0,1,147.0,188.0,0.0,10.0,387.0,7015,False,False,False,False,False,False,False,False,False,False,False,False,False
0213_01,1,1,3790,3,21.0,1,367.0,281.0,0.0,0.0,146.0,1503,False,False,False,False,False,False,False,False,False,False,False,False,False
0216_01,1,1,3698,1,21.0,1,0.0,56.0,0.0,0.0,1918.0,6959,False,False,False,False,False,False,False,False,False,False,False,False,False
0217_01,1,1,3806,3,38.0,1,1517.0,0.0,0.0,27.0,0.0,6366,False,False,False,False,False,False,False,False,False,False,False,False,False
0219_01,1,2,5601,3,19.0,1,0.0,0.0,0.0,0.0,0.0,5961,True,False,False,False,False,False,False,False,False,False,False,False,False
0220_01,1,2,5616,3,2.0,1,0.0,0.0,0.0,0.0,0.0,7904,True,False,False,False,False,False,False,False,False,False,False,False,False
